,Male Fitness,Female Fitness,Best Fitness,Mean Expect,Best Expect
84,808.10356239025,797.7121513496738,856.9,0.15085221743302799,0.1216796875
85,808.6435659268707,793.3728334458199,857.0,0.15923111268570253,0.1263671875
86,813.6097689161595,816.0780772313667,857.0,0.1483024780438175,0.1591796875
87,806.5803999121072,808.0090783763305,856.3,0.14697137098767699,0.1439453125
88,805.8785510380465,787.0459836602092,856.5,0.14341193083245665,0.1173828125
89,825.2836665135771,795.1605419078094,856.9,0.15054980744244384,0.1330078125
90,813.7844041320966,796.2216796333615,856.9,0.15403155775592298,0.1533203125
91,793.4543155624821,813.0211648644254,856.9,0.14808187485645594,0.1291015625
92,819.2101121347534,813.9172260268108,856.1,0.15135230952857906,0.1283203125
93,813.3165578302758,802.4751207535666,856.1,0.14982371487254303,0.1220703125
94,796.525480002172,816.8424178344717,856.1,0.14838402956581,0.1431640625
95,794.9716513202468,806.2874410116406,856.3,0.16018767897590627,0.153125
96,810.6955777300552,834.8371633173317,856.3,0.1559170359045719,0.14375
97,796.1724712250951,808.3843862512027,856.3,0.16206267630449117,0.15234375
98,809.2523537924855,809.7697125019286,856.3,0.16041893015667172,0.121875
99,807.5702966174182,800.2849661157345,856.4,0.16379975394842275,0.14765625
100,804.9037057129383,796.1257629362508,856.4,0.15413052188622706,0.12265625
